ranking_date,player_name,country_code,points,season_summary
2006-12-11,Amélie Mauresmo,FRA,3391,
2006-12-11,Svetlana Kuznetsova,RUS,2523,
2006-12-11,Kim Clijsters,BEL,2215,
2006-12-11,Nadia Petrova,RUS,2189,
2006-12-11,Martina Hingis,SUI,2018,
2006-12-11,Elena Dementieva,RUS,1875,
2006-12-11,Patty Schnyder,SUI,1578,
2006-12-11,Nicole Vaidisova,CZE,1391,
2006-12-11,Dinara Safina,RUS,1390,
2006-12-11,Jelena Jankovic,SRB,1211,
2006-12-18,Justine Henin,BEL,3998,
2006-12-18,Maria Sharapova,RUS,3532,
2006-12-18,Amélie Mauresmo,FRA,3391,
2006-12-18,Svetlana Kuznetsova,RUS,2523,
2006-12-18,Kim Clijsters,BEL,2215,
2006-12-18,Nadia Petrova,RUS,2189,
2006-12-18,Martina Hingis,SUI,2018,
2006-12-18,Elena Dementieva,RUS,1875,
2006-12-18,Patty Schnyder,SUI,1578,
2006-12-18,Nicole Vaidisova,CZE,1391,
2006-12-18,Dinara Safina,RUS,1390,
2006-12-18,Jelena Jankovic,SRB,1211,
2007-01-08,Justine Henin,BEL,3998,
2007-01-08,Maria Sharapova,RUS,3532,
2007-01-08,Amélie Mauresmo,FRA,3391,
2007-01-08,Svetlana Kuznetsova,RUS,2523,
2007-01-08,Kim Clijsters,BEL,2215,
2007-01-08,Nadia Petrova,RUS,2189,
2007-01-08,Martina Hingis,SUI,2063,
2007-01-08,Elena Dementieva,RUS,1875,
2007-01-08,Patty Schnyder,SUI,1578,
2007-01-08,Dinara Safina,RUS,1475,
2007-01-08,Nicole Vaidisova,CZE,1391,
2007-01-08,Jelena Jankovic,SRB,1296,
2007-01-15,Justine Henin,BEL,3803,
2007-01-15,Maria Sharapova,RUS,3532,
2007-01-15,Amélie Mauresmo,FRA,3460,
2007-01-15,Svetlana Kuznetsova,RUS,2510,
2007-01-15,Kim Clijsters,BEL,2441,
2007-01-15,Nadia Petrova,RUS,2141,
2007-01-15,Martina Hingis,SUI,2063,
2007-01-15,Elena Dementieva,RUS,1875,
2007-01-15,Patty Schnyder,SUI,1578,
2007-01-15,Dinara Safina,RUS,1475,
2007-01-15,Jelena Jankovic,SRB,1456,
2007-01-15,Nicole Vaidisova,CZE,1428,
2007-01-29,Maria Sharapova,RUS,3918,
2007-01-29,Justine Henin,BEL,3311,
2007-01-29,Amélie Mauresmo,FRA,2900,
2007-01-29,Kim Clijsters,BEL,2577,
2007-01-29,Svetlana Kuznetsova,RUS,2554,
2007-01-29,Martina Hingis,SUI,2139,
2007-01-29,Nadia Petrova,RUS,2057,
2007-01-29,Elena Dementieva,RUS,2013,
2007-01-29,Nicole Vaidisova,CZE,1782,
2007-01-29,Jelena Jankovic,SRB,1558,
2007-01-29,Patty Schnyder,SUI,1544,
2007-01-29,Dinara Safina,RUS,1527,
2007-02-05,Maria Sharapova,RUS,3978,
2007-02-05,Justine Henin,BEL,3311,
2007-02-05,Amélie Mauresmo,FRA,2900,
2007-02-05,Kim Clijsters,BEL,2577,
2007-02-05,Svetlana Kuznetsova,RUS,2554,
2007-02-05,Martina Hingis,SUI,2359,
2007-02-05,Nadia Petrova,RUS,2057,
2007-02-05,Elena Dementieva,RUS,1908,
2007-02-05,Nicole Vaidisova,CZE,1708,
2007-02-05,Jelena Jankovic,SRB,1626,
2007-02-05,Patty Schnyder,SUI,1544,
2007-02-05,Dinara Safina,RUS,1527,
2007-02-12,Maria Sharapova,RUS,3978,
2007-02-12,Justine Henin,BEL,3436,
2007-02-12,Amélie Mauresmo,FRA,2830,
2007-02-12,Kim Clijsters,BEL,2577,
2007-02-12,Svetlana Kuznetsova,RUS,2554,
2007-02-12,Martina Hingis,SUI,2359,
2007-02-12,Nadia Petrova,RUS,2283,
2007-02-12,Elena Dementieva,RUS,1908,
2007-02-12,Nicole Vaidisova,CZE,1742,
2007-02-12,Jelena Jankovic,SRB,1626,
2007-02-12,Dinara Safina,RUS,1548,
2007-02-12,Anna Chakvetadze,RUS,1539,
2007-02-19,Maria Sharapova,RUS,3978,
2007-02-19,Justine Henin,BEL,3436,
2007-02-19,Amélie Mauresmo,FRA,2910,
2007-02-19,Kim Clijsters,BEL,2630,
2007-02-19,Svetlana Kuznetsova,RUS,2554,
2007-02-19,Martina Hingis,SUI,2359,
2007-02-19,Nadia Petrova,RUS,2265,
2007-02-19,Elena Dementieva,RUS,1869,
2007-02-19,Nicole Vaidisova,CZE,1742,
2007-02-19,Anna Chakvetadze,RUS,1650,
2007-02-19,Jelena Jankovic,SRB,1626,
2007-02-19,Dinara Safina,RUS,1569,
2007-02-26,Maria Sharapova,RUS,3824,
2007-02-26,Justine Henin,BEL,3516,
2007-02-26,Amélie Mauresmo,FRA,3070,
2007-02-26,Kim Clijsters,BEL,2630,
2007-02-26,Svetlana Kuznetsova,RUS,2595,
2007-02-26,Martina Hingis,SUI,2379,
2007-02-26,Nadia Petrova,RUS,2265,
2007-02-26,Elena Dementieva,RUS,1869,
2007-02-26,Nicole Vaidisova,CZE,1742,
2007-02-26,Jelena Jankovic,SRB,1724,
2007-02-26,Anna Chakvetadze,RUS,1650,
2007-02-26,Dinara Safina,RUS,1569,
2007-03-05,Maria Sharapova,RUS,3824,
2007-03-05,Justine Henin,BEL,3791,
2007-03-05,Amélie Mauresmo,FRA,2933,
2007-03-05,Svetlana Kuznetsova,RUS,2710,
2007-03-05,Kim Clijsters,BEL,2630,
2007-03-05,Martina Hingis,SUI,2361,
2007-03-05,Nadia Petrova,RUS,2071,
2007-03-05,Elena Dementieva,RUS,1869,
2007-03-05,Jelena Jankovic,SRB,1807,
2007-03-05,Nicole Vaidisova,CZE,1742,
2007-03-05,Anna Chakvetadze,RUS,1650,
2007-03-05,Dinara Safina,RUS,1569,
2007-03-19,Justine Henin,BEL,3645,
2007-03-19,Maria Sharapova,RUS,3564,
2007-03-19,Svetlana Kuznetsova,RUS,2947,
2007-03-19,Amélie Mauresmo,FRA,2933,
2007-03-19,Kim Clijsters,BEL,2630,
2007-03-19,Martina Hingis,SUI,2280,
2007-03-19,Nadia Petrova,RUS,2135,
2007-03-19,Nicole Vaidisova,CZE,1856,
2007-03-19,Jelena Jankovic,SRB,1823,
2007-03-19,Elena Dementieva,RUS,1683,
2007-03-19,Anna Chakvetadze,RUS,1670,
2007-03-19,Daniela Hantuchova,SVK,1557,
2007-04-02,Justine Henin,BEL,3994,
2007-04-02,Maria Sharapova,RUS,3388,
2007-04-02,Amélie Mauresmo,FRA,2776,
2007-04-02,Kim Clijsters,BEL,2699,
2007-04-02,Svetlana Kuznetsova,RUS,2667,
2007-04-02,Martina Hingis,SUI,2294,
2007-04-02,Nadia Petrova,RUS,2173,
2007-04-02,Nicole Vaidisova,CZE,1981,
2007-04-02,Jelena Jankovic,SRB,1867,
2007-04-02,Anna Chakvetadze,RUS,1847,
2007-04-02,Serena Williams,USA,1769,
2007-04-02,Elena Dementieva,RUS,1635,
2007-04-09,Justine Henin,BEL,3994,
2007-04-09,Maria Sharapova,RUS,3388,
2007-04-09,Amélie Mauresmo,FRA,2776,
2007-04-09,Kim Clijsters,BEL,2699,
2007-04-09,Svetlana Kuznetsova,RUS,2667,
2007-04-09,Martina Hingis,SUI,2294,
2007-04-09,Nadia Petrova,RUS,2168,
2007-04-09,Nicole Vaidisova,CZE,1957,
2007-04-09,Jelena Jankovic,SRB,1882,
2007-04-09,Anna Chakvetadze,RUS,1847,
2007-04-09,Serena Williams,USA,1769,
2007-04-09,Dinara Safina,RUS,1638,
2007-04-16,Justine Henin,BEL,3859,
2007-04-16,Maria Sharapova,RUS,3388,
2007-04-16,Amélie Mauresmo,FRA,2776,
2007-04-16,Kim Clijsters,BEL,2699,
2007-04-16,Svetlana Kuznetsova,RUS,2667,
2007-04-16,Martina Hingis,SUI,2294,
2007-04-16,Jelena Jankovic,SRB,2257,
2007-04-16,Nicole Vaidisova,CZE,1957,
2007-04-16,Nadia Petrova,RUS,1869,
2007-04-16,Dinara Safina,RUS,1863,
2007-04-16,Anna Chakvetadze,RUS,1847,
2007-04-16,Serena Williams,USA,1770,
2007-04-23,Justine Henin,BEL,3859,
2007-04-23,Maria Sharapova,RUS,3388,
2007-04-23,Amélie Mauresmo,FRA,2776,
2007-04-23,Kim Clijsters,BEL,2699,
2007-04-23,Svetlana Kuznetsova,RUS,2667,
2007-04-23,Martina Hingis,SUI,2294,
2007-04-23,Jelena Jankovic,SRB,2257,
2007-04-23,Nicole Vaidisova,CZE,1957,
2007-04-23,Nadia Petrova,RUS,1869,
2007-04-23,Dinara Safina,RUS,1863,
2007-04-23,Anna Chakvetadze,RUS,1847,
2007-04-23,Serena Williams,USA,1770,
2007-04-30,Justine Henin,BEL,3859,
2007-04-30,Maria Sharapova,RUS,3388,
2007-04-30,Amélie Mauresmo,FRA,2776,
2007-04-30,Kim Clijsters,BEL,2699,
2007-04-30,Svetlana Kuznetsova,RUS,2667,
2007-04-30,Martina Hingis,SUI,2294,
2007-04-30,Jelena Jankovic,SRB,2257,
2007-04-30,Nicole Vaidisova,CZE,1957,
2007-04-30,Nadia Petrova,RUS,1869,
2007-04-30,Dinara Safina,RUS,1863,
2007-04-30,Anna Chakvetadze,RUS,1847,
2007-04-30,Serena Williams,USA,1770,
2007-05-07,Justine Henin,BEL,4134,
2007-05-07,Maria Sharapova,RUS,3388,
2007-05-07,Amélie Mauresmo,FRA,2776,
2007-05-07,Svetlana Kuznetsova,RUS,2655,
2007-05-07,Kim Clijsters,BEL,2505,
2007-05-07,Jelena Jankovic,SRB,2327,
2007-05-07,Martina Hingis,SUI,2294,
2007-05-07,Nicole Vaidisova,CZE,1957,
2007-05-07,Nadia Petrova,RUS,1903,
2007-05-07,Dinara Safina,RUS,1863,
2007-05-07,Anna Chakvetadze,RUS,1829,
2007-05-07,Serena Williams,USA,1770,
2007-05-14,Justine Henin,BEL,4119,
2007-05-14,Maria Sharapova,RUS,3388,
2007-05-14,Svetlana Kuznetsova,RUS,2867,
2007-05-14,Amélie Mauresmo,FRA,2701,
2007-05-14,Jelena Jankovic,SRB,2372,
2007-05-14,Martina Hingis,SUI,2279,
2007-05-14,Nicole Vaidisova,CZE,1957,
2007-05-14,Ana Ivanovic,SRB,1906,
2007-05-14,Dinara Safina,RUS,1898,
2007-05-14,Anna Chakvetadze,RUS,1822,
2007-05-14,Serena Williams,USA,1770,
2007-05-14,Nadia Petrova,RUS,1713,
2007-05-21,Justine Henin,BEL,4119,
2007-05-21,Maria Sharapova,RUS,3388,
2007-05-21,Svetlana Kuznetsova,RUS,3032,
2007-05-21,Jelena Jankovic,SRB,2727,
2007-05-21,Amélie Mauresmo,FRA,2702,
2007-05-21,Martina Hingis,SUI,1991,
2007-05-21,Nicole Vaidisova,CZE,1933,
2007-05-21,Ana Ivanovic,SRB,1906,
2007-05-21,Serena Williams,USA,1880,
2007-05-21,Anna Chakvetadze,RUS,1866,
2007-05-21,Dinara Safina,RUS,1798,
2007-05-21,Nadia Petrova,RUS,1772,
2007-05-28,Justine Henin,BEL,4119,
2007-05-28,Maria Sharapova,RUS,3453,
2007-05-28,Svetlana Kuznetsova,RUS,3032,
2007-05-28,Amélie Mauresmo,FRA,2801,
2007-05-28,Jelena Jankovic,SRB,2727,
2007-05-28,Martina Hingis,SUI,1991,
2007-05-28,Ana Ivanovic,SRB,1906,
2007-05-28,Serena Williams,USA,1880,
2007-05-28,Anna Chakvetadze,RUS,1866,
2007-05-28,Nicole Vaidisova,CZE,1813,
2007-05-28,Dinara Safina,RUS,1798,
2007-05-28,Nadia Petrova,RUS,1772,
2007-06-11,Justine Henin,BEL,4419,
2007-06-11,Maria Sharapova,RUS,3807,
2007-06-11,Jelena Jankovic,SRB,3115,
2007-06-11,Amélie Mauresmo,FRA,2795,
2007-06-11,Svetlana Kuznetsova,RUS,2790,
2007-06-11,Ana Ivanovic,SRB,2544,
2007-06-11,Serena Williams,USA,2130,
2007-06-11,Anna Chakvetadze,RUS,2078,
2007-06-11,Martina Hingis,SUI,1817,
2007-06-11,Nadia Petrova,RUS,1772,
2007-06-11,Elena Dementieva,RUS,1768,
2007-06-11,Dinara Safina,RUS,1764,
2007-06-18,Justine Henin,BEL,4419,
2007-06-18,Maria Sharapova,RUS,3852,
2007-06-18,Jelena Jankovic,SRB,3185,
2007-06-18,Amélie Mauresmo,FRA,2795,
2007-06-18,Svetlana Kuznetsova,RUS,2790,
2007-06-18,Ana Ivanovic,SRB,2544,
2007-06-18,Serena Williams,USA,2130,
2007-06-18,Anna Chakvetadze,RUS,2078,
2007-06-18,Martina Hingis,SUI,1817,
2007-06-18,Daniela Hantuchova,SVK,1773,
2007-06-18,Nadia Petrova,RUS,1772,
2007-06-18,Elena Dementieva,RUS,1768,
2007-06-25,Justine Henin,BEL,4499,
2007-06-25,Maria Sharapova,RUS,3852,
2007-06-25,Jelena Jankovic,SRB,3197,
2007-06-25,Amélie Mauresmo,FRA,2984,
2007-06-25,Svetlana Kuznetsova,RUS,2790,
2007-06-25,Ana Ivanovic,SRB,2544,
2007-06-25,Anna Chakvetadze,RUS,2193,
2007-06-25,Serena Williams,USA,2130,
2007-06-25,Nadia Petrova,RUS,1862,
2007-06-25,Nicole Vaidisova,CZE,1819,
2007-06-25,Martina Hingis,SUI,1817,
2007-06-25,Daniela Hantuchova,SVK,1813,
2007-07-09,Justine Henin,BEL,4457,
2007-07-09,Maria Sharapova,RUS,3678,
2007-07-09,Jelena Jankovic,SRB,3241,
2007-07-09,Svetlana Kuznetsova,RUS,2978,
2007-07-09,Ana Ivanovic,SRB,2898,
2007-07-09,Amélie Mauresmo,FRA,2424,
2007-07-09,Serena Williams,USA,2380,
2007-07-09,Anna Chakvetadze,RUS,2221,
2007-07-09,Nadia Petrova,RUS,2002,
2007-07-09,Nicole Vaidisova,CZE,1973,
2007-07-09,Marion Bartoli,FRA,1875,
2007-07-09,Daniela Hantuchova,SVK,1857,
2007-07-16,Justine Henin,BEL,4457,
2007-07-16,Maria Sharapova,RUS,3678,
2007-07-16,Jelena Jankovic,SRB,3241,
2007-07-16,Svetlana Kuznetsova,RUS,2978,
2007-07-16,Ana Ivanovic,SRB,2898,
2007-07-16,Amélie Mauresmo,FRA,2424,
2007-07-16,Serena Williams,USA,2380,
2007-07-16,Anna Chakvetadze,RUS,2221,
2007-07-16,Nadia Petrova,RUS,2002,
2007-07-16,Nicole Vaidisova,CZE,1973,
2007-07-16,Marion Bartoli,FRA,1875,
2007-07-16,Daniela Hantuchova,SVK,1857,
2007-07-23,Justine Henin,BEL,4457,
2007-07-23,Maria Sharapova,RUS,3678,
2007-07-23,Jelena Jankovic,SRB,3241,
2007-07-23,Svetlana Kuznetsova,RUS,2978,
2007-07-23,Ana Ivanovic,SRB,2898,
2007-07-23,Amélie Mauresmo,FRA,2424,
2007-07-23,Anna Chakvetadze,RUS,2326,
2007-07-23,Serena Williams,USA,2325,
2007-07-23,Nadia Petrova,RUS,2002,
2007-07-23,Nicole Vaidisova,CZE,1973,
2007-07-23,Marion Bartoli,FRA,1875,
2007-07-23,Daniela Hantuchova,SVK,1857,
2007-07-30,Justine Henin,BEL,4457,
2007-07-30,Maria Sharapova,RUS,3678,
2007-07-30,Jelena Jankovic,SRB,3241,
2007-07-30,Svetlana Kuznetsova,RUS,2978,
2007-07-30,Ana Ivanovic,SRB,2898,
2007-07-30,Anna Chakvetadze,RUS,2541,
2007-07-30,Amélie Mauresmo,FRA,2424,
2007-07-30,Serena Williams,USA,2325,
2007-07-30,Nadia Petrova,RUS,2002,
2007-07-30,Daniela Hantuchova,SVK,1957,
2007-07-30,Nicole Vaidisova,CZE,1885,
2007-07-30,Marion Bartoli,FRA,1875,
2007-08-06,Justine Henin,BEL,4457,
2007-08-06,Maria Sharapova,RUS,3808,
2007-08-06,Jelena Jankovic,SRB,3241,
2007-08-06,Svetlana Kuznetsova,RUS,2978,
2007-08-06,Ana Ivanovic,SRB,2891,
2007-08-06,Anna Chakvetadze,RUS,2661,
2007-08-06,Amélie Mauresmo,FRA,2424,
2007-08-06,Serena Williams,USA,2325,
2007-08-06,Nadia Petrova,RUS,2063,
2007-08-06,Daniela Hantuchova,SVK,1975,
2007-08-06,Marion Bartoli,FRA,1900,
2007-08-06,Martina Hingis,SUI,1830,
2007-08-13,Justine Henin,BEL,4457,
2007-08-13,Maria Sharapova,RUS,3845,
2007-08-13,Jelena Jankovic,SRB,3229,
2007-08-13,Ana Ivanovic,SRB,3117,
2007-08-13,Svetlana Kuznetsova,RUS,2978,
2007-08-13,Anna Chakvetadze,RUS,2661,
2007-08-13,Amélie Mauresmo,FRA,2424,
2007-08-13,Serena Williams,USA,2237,
2007-08-13,Nadia Petrova,RUS,2193,
2007-08-13,Daniela Hantuchova,SVK,1975,
2007-08-13,Marion Bartoli,FRA,1900,
2007-08-13,Martina Hingis,SUI,1830,
2007-08-20,Justine Henin,BEL,4887,
2007-08-20,Maria Sharapova,RUS,3845,
2007-08-20,Jelena Jankovic,SRB,3429,
2007-08-20,Svetlana Kuznetsova,RUS,3000,
2007-08-20,Ana Ivanovic,SRB,2847,
2007-08-20,Anna Chakvetadze,RUS,2586,
2007-08-20,Amélie Mauresmo,FRA,2424,
2007-08-20,Nadia Petrova,RUS,2238,
2007-08-20,Serena Williams,USA,2237,
2007-08-20,Daniela Hantuchova,SVK,1968,
2007-08-20,Marion Bartoli,FRA,1968,
2007-08-20,Patty Schnyder,SUI,1774,
2007-08-27,Justine Henin,BEL,4692,
2007-08-27,Maria Sharapova,RUS,3845,
2007-08-27,Jelena Jankovic,SRB,3429,
2007-08-27,Svetlana Kuznetsova,RUS,3176,
2007-08-27,Ana Ivanovic,SRB,2847,
2007-08-27,Anna Chakvetadze,RUS,2586,
2007-08-27,Amélie Mauresmo,FRA,2376,
2007-08-27,Nadia Petrova,RUS,2238,
2007-08-27,Serena Williams,USA,2237,
2007-08-27,Marion Bartoli,FRA,1989,
2007-08-27,Daniela Hantuchova,SVK,1968,
2007-08-27,Patty Schnyder,SUI,1774,
2007-09-10,Justine Henin,BEL,5200,
2007-09-10,Svetlana Kuznetsova,RUS,3780,
2007-09-10,Jelena Jankovic,SRB,3365,
2007-09-10,Maria Sharapova,RUS,3235,
2007-09-10,Anna Chakvetadze,RUS,2940,
2007-09-10,Ana Ivanovic,SRB,2925,
2007-09-10,Serena Williams,USA,2391,
2007-09-10,Nadia Petrova,RUS,2266,
2007-09-10,Venus Williams,USA,2215,
2007-09-10,Marion Bartoli,FRA,2067,
2007-09-10,Amélie Mauresmo,FRA,2062,
2007-09-10,Daniela Hantuchova,SVK,1932,
